,Name,Years of experience,Location,City,Consultation Fee,Specialization,Degree
1752,Dr. Prashanth G,11,Rajajinagar,Bangalore,500,Urologist,"MCh - Urology, MS - General Surgery, MBBS"
1753,Dr. V MohanKumar,18,Hebbal,Bangalore,800,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
1754,Dr. Azeem,36,Old Airport Road,Bangalore,900,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
1755,Dr. Shreyas Nagaraj,20,Yeshwanthpur,Bangalore,600,Urologist,"MBBS, Diploma in Urology"
1756,Dr. Chethan J V,14,Jayanagar 9 Block,Bangalore,750,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
1757,Dr. Sukesh Sindhey S,29,Malleswaram,Bangalore,750,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery, MNAMS - Urology"
1758,Dr. Anuj Jain,27,Jayanagar,Bangalore,700,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
1759,Dr. Kunal K Mehra,18,Rajarajeshwarinagar,Bangalore,850,Urologist,"MBBS, MS - General Surgery, Diploma in Urology"
1760,Dr. Dilip Jawali,13,Kalyan Nagar,Bangalore,740,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
1761,Dr. Raghunath S K,10,Sarjapur Road,Bangalore,800,Urologist,"MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MBBS"
1762,Dr. Sharath C T,15,HSR Layout,Bangalore,350,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
1763,Dr. Nagareddy,14,Jayanagar 9 Block,Bangalore,750,Urologist,"MBBS, MS - General Surgery, Diploma in Urology"
1764,Dr. Vinay N Kaushik,13,Nagasandra,Bangalore,800,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
1765,Dr. Santhosh Srinivasan,13,Banashankari 3rd Stage,Bangalore,750,Urologist,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery"
1766,Dr. Tarun Javali,11,Rajajinagar,Bangalore,850,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
1767,Dr. Bivek Kumar,13,Sampangiramnagar,Bangalore,450,Urologist,"MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MBBS"
1768,Dr. Shreyas Nagaraj,10,Richmond Town,Bangalore,700,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
1769,Dr. Shreeharsha Mallappa Awati,9,Padmanabhanagar,Bangalore,700,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
1770,Dr. Pramod Shivaram Bhat,17,HSR Layout,Bangalore,700,Urologist,"DNB - Urology/Genito - Urinary Surgery, MBBS, MS - General Surgery"
1771,Dr. Narasimhaiah  K,19,HSR Layout,Bangalore,1000,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MCh - Urology"
1772,Dr. R. Srinivasa,30,Koramangala 1 Block,Bangalore,1000,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1773,Dr. P.R. Krishnan,30,Bannerghatta Road,Bangalore,900,Neurologist,"MBBS, DNB - Neurology, DM - Neurology"
1774,Dr. Shobha. N,15,HSR Layout,Bangalore,1200,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
1775,Dr. Chandran Gnanamuthu,21,Sampangiramnagar,Bangalore,800,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1776,Dr. Ravishankar Reddy C. R.,45,Hebbal,Bangalore,1000,Neurologist,"DM - Neurology, MBBS, MD - General Medicine"
1777,Dr. Joshy E V,33,Basavanagudi,Bangalore,800,Neurologist,"MBBS, Diplomate of American Board of Psychiatry and Neurology"
1778,Dr. A.K. Roy,23,Sahakaranagar,Bangalore,700,Neurologist,"MD - Medicine, DM - Neurology, MBBS"
1779,Dr. Rajesh K N,19,Bannerghatta Road,Bangalore,1000,Neurologist,"MBBS, DM - Neurology"
1780,Dr. Nithin Kumar .N,14,Yelahanka New Town,Bangalore,700,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1781,Dr. Sanjiv C C,26,Hebbal,Bangalore,1000,Neurologist,"MBBS, DM - Neurology, MD - Medicine"
1782,Dr. Sunil V Furtado,22,Hebbal,Bangalore,1000,Neurologist,"MBBS, MD - Neurology (USA)"
1783,Dr. Advait Kulkarni,44,RT Nagar,Bangalore,1500,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1784,Dr. B.Nataraju,19,Yeshwanthpur,Bangalore,950,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1785,Dr. Ashok Kumar Singhal,13,Sahakaranagar,Bangalore,1300,Neurologist,"MBBS, DM - Neurology, MD - General Medicine"
1786,Dr. J B Agadi,16,Hebbal,Bangalore,1090,Neurologist,"DM - Neurology, MD - Pediatrics, MD - Pathology, MBBS"
1787,Dr. Aniruddh T Jagannath,16,Jayanagar,Bangalore,700,Neurologist,"MBBS, MCh - Neuro Surgery, FRCS - Neurosurgery, MS - General Surgery"
1788,Dr. Pramod M N,13,Hebbal,Bangalore,1000,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1789,Dr. B K Madhusudhan,24,Cunningham Road,Bangalore,700,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
1790,Dr. Saravanan,48,Bannerghatta Road,Bangalore,900,Neurologist,"MBBS, DNB - Neurology, DNB - General Medicine"
1791,Dr. Deepak Somasundar,45,Old Airport Road,Bangalore,900,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1792,Dr. Amit Kulkarni,22,Bannerghatta Road,Bangalore,900,Neurologist,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
1793,Dr. Aniruddh T Jagannath,18,Old Airport Road,Bangalore,900,Neurologist,"MBBS, DM - Neurology"
1794,Dr. Nikhil C Hiremath,27,Kengeri,Bangalore,700,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1795,Dr. Manjunath M,22,Old Airport Road,Bangalore,900,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
1796,Dr. Shobha. N,19,Bannerghatta Road,Bangalore,1000,Neurologist,"MBBS, MD - General Medicine, DNB - Neurology"
1797,Dr. Sanjiv C C,11,BTM Layout 2nd Stage,Bangalore,800,Neurologist,"MBBS, MD - Medicine, DNB - General Medicine, DM - Neurology"
1798,Dr. Pramod M N,14,Electronics City,Bangalore,700,Neurologist,"MBBS, MD - Pharmacology and Therapeutics, DM - Neurology"
1799,Dr. Saravanan,15,Kalyan Nagar,Bangalore,850,Neurologist,"MBBS, MD - Medicine, Diplomate of American Board of Psychiatry and Neurology"
1800,Dr. Soniya Tambe,21,Seshadripuram,Bangalore,740,Neurologist,"DM - Neurology, MD - Medicine, MBBS"
1801,Dr. Nikhil B,20,Yeshwanthpur,Bangalore,850,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1802,Dr. Sunil Buddappa,13,Yeshwanthpur,Bangalore,850,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1803,Dr. Sabyasachi Basu,17,Jayanagar 9 Block,Bangalore,750,Neurologist,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
1804,Dr. Sanjiv C C,33,Hebbal,Bangalore,800,Neurologist,"MD - General Medicine, MBBS, DM - Neurology"
1805,Dr. Pramod M N,21,Rajarajeshwarinagar,Bangalore,700,Neurologist,"DM - Neurology, MBBS"
1806,Dr. Saravanan,16,Hebbal,Bangalore,800,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1807,Dr. Poonam Chandra Awatare,6,Millers Road,Bangalore,1000,Neurologist,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
1808,Dr. Srinivas Raju D,14,HBR Layout,Bangalore,700,Neurologist,"MCh - Neuro Surgery, MS - General Surgery, MBBS"
1809,Dr. Yogeesh P M,9,Jayanagar,Bangalore,700,Neurologist,"MBBS, DNB - Neurosurgery"
1810,Dr. Deepa N A,19,Whitefield,Bangalore,850,Neurologist,"FRCP, DM - Neurology, MBBS"
1811,Dr. Balaji B S,9,Seshadripuram,Bangalore,740,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1812,Dr. Sandeep B V,14,Whitefield,Bangalore,850,Neurologist,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
1813,Dr. Aniruddh T Jagannath,20,Jayanagar,Bangalore,1000,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
1814,Dr. Rajesh B. Iyer,28,Sarjapur Road,Bangalore,700,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
1815,Dr. Jaychandran R,19,Jayanagar,Bangalore,750,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1816,Dr. Sowmya. M,18,Vasanthnagar,Bangalore,700,Neurologist,"MBBS, DNB - Neurology, DM - Neurology"
1817,Dr. Sabyasachi Basu,17,Millers Road,Bangalore,700,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
1818,Dr. M Veerender Kumar,44,Sarjapur Road,Bangalore,750,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1819,Dr. Yogeesh P M,9,Sampangiramnagar,Bangalore,800,Neurologist,"DM - Neurology, MBBS, MD - General Medicine"
1820,Dr. Keni Ravish Rajiv,15,HRBR Layout,Bangalore,1000,Neurologist,"MBBS, Diplomate of American Board of Psychiatry and Neurology"
1821,Dr. Kalyani Dilip Karkare,19,Ashoknagar,Bangalore,800,Neurologist,"MD - Medicine, DM - Neurology, MBBS"
1822,Dr. Shobha. N,29,Vasanthnagar,Bangalore,750,Neurologist,"MBBS, DM - Neurology"
1823,Dr. Prashanth L K,22,Yeshwanthpur,Bangalore,1450,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1824,Dr. B.Nataraju,48,Bannerghatta Road,Bangalore,950,Neurologist,"MBBS, DM - Neurology, MD - Medicine"
1825,Dr. Surbhi Chaturvedi,12,Kengeri,Bangalore,800,Neurologist,"MBBS, MD - Neurology (USA)"
1826,Dr. Shakthi K J S,10,Bannerghatta Road,Bangalore,850,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1827,Dr. Deepa N A,19,JP Nagar,Bangalore,600,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1828,Dr. Preethish Kumar,10,Millers Road,Bangalore,800,Neurologist,"MBBS, DM - Neurology, MD - General Medicine"
1829,Dr. Satish Babu HV,32,Millers Road,Bangalore,1000,Neurologist,"DM - Neurology, MD - Pediatrics, MD - Pathology, MBBS"
1830,Dr. Nikhil B,14,Yeshwanthpur,Bangalore,700,Neurologist,"MBBS, MCh - Neuro Surgery, FRCS - Neurosurgery, MS - General Surgery"
1831,Dr. Manpreet Singh Banga,9,Kundalahalli,Bangalore,750,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
1832,Dr. Venkataramana N K,42,Sahakaranagar,Bangalore,900,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
1833,Dr. Balaji B S,9,Whitefield,Bangalore,700,Neurologist,"MBBS, DNB - Neurology, DNB - General Medicine"
1834,Dr. Surinder Hansra,24,Kandivali East,Mumbai,1000,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1835,Dr. Ankur Phatarpekar,37,Prabhadevi,Mumbai,1500,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1836,Dr. Suresh Vijan,20,Mulund West,Mumbai,1500,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology"
1837,Dr. Hasmukh Ravat,22,Mulund West,Mumbai,1500,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1838,Dr. Irfan Khan,20,Powai,Mumbai,2600,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1839,Dr. Rushikesh Patil,19,Powai,Mumbai,2600,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1840,Dr. Aditya Dhawale,23,Ghatkopar West,Mumbai,1000,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1841,Dr. Ramesh Kawar,17,Malad West,Mumbai,1500,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1842,Dr. Ashish Agrawal,11,Mulund West,Mumbai,1500,Cardiologist,"DM - Cardiology, MD - Pediatrics, MBBS"
1843,Dr. Kunal Praful Sinkar,41,Dadar West,Mumbai,1500,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1844,Dr. Ramesh Kawar,21,Parel,Mumbai,1850,Cardiologist,"MBBS, DM - Cardiology, DNB - General Medicine, MD - General Medicine"
1845,Dr. Aditya Dhawale,17,Ghatkopar,Mumbai,1500,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1846,Dr. Praveen Kulkarni,14,Mahim,Mumbai,1800,Cardiologist,"MBBS, DNB - Cardiothoracic Surgery"
1847,Dr. Chetan Bhambure,10,Malad West,Mumbai,3000,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1848,Dr. Nilesh Gautam,37,Goregaon East,Mumbai,3000,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1849,Dr. Kunal Praful Sinkar,41,Tardeo,Mumbai,1500,Cardiologist,"DM - Cardiology, MD - General Medicine, DNB - General Medicine, MBBS"
1850,Dr. Ganesh Kumar A.V,21,Powai,Mumbai,2600,Cardiologist,"MBBS, DM - Cardiology"
1851,Dr. Irfan Khan,22,Mahim,Mumbai,1800,Cardiologist,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery"
1852,Dr. Hasmukh Ravat,27,Mulund West,Mumbai,1500,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1853,Dr. Rushikesh Patil,26,Mira Road,Mumbai,1000,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology,  FRCP"
1854,Dr. Harin Vyas,17,Mulund West,Mumbai,2000,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1855,Dr. Atul Limaye,22,Mulund West,Mumbai,1500,Cardiologist,"MD - Pediatrics, MBBS, DM - Cardiology"
1856,Dr. Patil Amit,12,Chembur,Mumbai,1500,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1857,Dr. Amjad M Shaikh,23,Sion,Mumbai,1000,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1858,Dr. Swarup Pal,17,Powai,Mumbai,1900,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1859,Dr. Nihar Mehta,20,Sion,Mumbai,1000,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology"
1860,Dr. Deepak R Shejol,11,Kurla West,Mumbai,1500,Cardiologist,"MBBS, MD - General Medicine, FACC, Diploma in Tuberculosis and Chest Diseases (DTCD)"
1861,Dr. Nilesh Gautam,22,Mahim,Mumbai,1300,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1862,Dr. Mukul Kaushik,26,Powai,Mumbai,2600,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology"
1863,Dr. Ashish Mishra,4,Mira Road,Mumbai,1000,Cardiologist,"MBBS, MD - General Medicine, DNB - General Medicine, DM - Cardiology"
1864,Dr. Nitin Nanasaheb Bote,15,Sion,Mumbai,1000,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1865,Dr. Ruchit Shah,18,Sion,Mumbai,1000,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology"
1866,Dr. Nitin Gundre,18,Sion,Mumbai,1000,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1867,Dr. Sameer Pagad,23,Sion,Mumbai,1000,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology"
1868,Dr. Pradeep Kumar Hasija,38,Mahim,Mumbai,3300,Cardiologist,"MBBS, Diploma in Cardiology"
1869,Dr. Ravish Ramesh Rawal,17,Malad,Mumbai,2000,Cardiologist,"MD - General Medicine, DM - Cardiology, MBBS"
1870,Dr. Ganesh Manudhane,12,Goregaon,Mumbai,1500,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1871,Dr. Haresh Mehta,33,Mahim,Mumbai,3300,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology"
1872,Dr. Suhani Talesara,14,Jogeshwari,Mumbai,0,Dentist,"BDS, Post Graduate Diploma In Aesthetic & Restorative Dentistry"
1873,Dr. Rajendra Sankpal,31,Powai,Mumbai,500,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
1874,Dr. Alok Shah,12,Powai,Mumbai,300,Dentist,"BDS, MDS - Orthodontics"
1875,Dr. Reshma Phulwar,26,Chembur,Mumbai,500,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
1876,Dr. Dipti Gandhi,39,Ghatkopar East,Mumbai,500,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology"
1877,Dr. Priyanka Deshpande,20,Borivali West,Mumbai,400,Dentist,"MDS - Prosthodontist And Crown Bridge, BDS"
1878,Dr. Shantanu Jambhekar,16,Parel,Mumbai,500,Dentist,BDS
1879,Dr. Amruta Bhalchandra Wadekar,29,Dahisar East,Mumbai,0,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
1880,Dr. Karanjit Singh Chaudhary,19,Chembur,Mumbai,300,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
1881,Dr. Shalini Pal,16,Marol,Mumbai,500,Dentist,BDS
1882,Dr. Aashiq Shaikh,19,Goregaon West,Mumbai,300,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
1883,Dr. Deval Naik,11,Andheri West,Mumbai,500,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
1884,Dr. Nikita Motwani,15,Goregaon East,Mumbai,300,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
1885,Dr. Nysha Garg,13,Matunga,Mumbai,300,Dentist,"MDS - Paedodontics And Preventive Dentistry, BDS"
1886,Dr. Charmi Mehta,18,Kandivali West,Mumbai,500,Dentist,"BDS, MDS - Periodontology and Oral Implantology"
1887,Dr. Sanket Mehta,18,Powai,Mumbai,500,Dentist,BDS
1888,Dr. Namrata Patil,15,Dahisar East,Mumbai,200,Dentist,"BDS, MDS - Public Health Dentistry"
1889,Dr. Disha Sanghvi,16,Versova,Mumbai,300,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
1890,Dr. Noureen Hemani,13,Kandivali East,Mumbai,200,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
1891,Dr. Preeti Hooda,16,Borivali West,Mumbai,400,Dentist,BDS
1892,Dr. Devang Shah,13,Borivali West,Mumbai,500,Dentist,BDS
1893,Dr. Hetal Chheda,17,Vileparle East,Mumbai,0,Dentist,"BDS, MDS - Periodontics, FICOI"
1894,Dr. Meghal Shah,13,Borivali West,Mumbai,350,Dentist,BDS
1895,Dr. Mayuri Jobanputra Shah,13,Mazgaon,Mumbai,400,Dentist,"BDS, MDS - Orthodontics"
1896,Dr. Nisha Jain,21,Ghatkopar East,Mumbai,400,Dentist,BDS
1897,Dr. Manish Kachhara,21,Ghatkopar East,Mumbai,300,Dentist,"BDS, MDS - Periodontics, FICOI"
1898,Dr. Parag Shah,12,Andheri West,Mumbai,250,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
1899,Dr. Mohit Solanki,13,Grant Road,Mumbai,500,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics, Diploma in Implanthology"
1900,Dr. Siddhi Dinesh Prabhu,13,Jacob Circle,Mumbai,300,Dentist,"BDS, MDS - Orthodontics"
1901,Dr. Fauzia Khimani Naaz,23,Cumballa Hill,Mumbai,300,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
1902,Dr. Prakash S. Jain,14,Chembur,Mumbai,450,Dentist,BDS
1903,Dr. Sagar J Abichandani,16,Mulund West,Mumbai,200,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS"
1904,Dr. Priyal Virani,11,Walkeshwar,Mumbai,350,Dentist,"BDS, MDS - Orthodontics"
1905,Dr. Abhishek Modi,15,Ghatkopar East,Mumbai,200,Dentist,BDS
1906,Dr. Varun Parikh,14,Jacob Circle,Mumbai,400,Dentist,"BDS, MDS- Oral Pathology"
1907,Dr. Fahad Naaz,16,Khar West,Mumbai,0,Dentist,BDS
1908,Dr. Keyur Mehta,15,Ghatkopar East,Mumbai,350,Dentist,BDS
1909,Dr. Darshan Sheth,12,Ghatkopar East,Mumbai,0,Dentist,BDS
1910,Dr. Dharit Gandhi,4,Bandra West,Mumbai,300,Dentist,"BDS, MDS - Periodontics"
1911,Dr. Nida Rangila,25,Mulund East,Mumbai,400,Dentist,"BDS, MDS - Oral Medicine and Radiology"
1912,Dr. Chetan Bhole,13,Chembur East,Mumbai,350,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery, FICOI"
1913,Dr. Punit Kaur Anand Khalsa,8,Bandra West,Mumbai,350,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS"
1914,Dr. Kaiwan K. Shroff,13,Chembur East,Mumbai,350,Dentist,"BDS, MDS - Orthodontics"
1915,Dr. Danesh Nair,16,Mulund West,Mumbai,300,Dentist,BDS
1916,Dr. Shlesha Shah,18,Santacruz West,Mumbai,200,Dentist,"BDS, Fellowship in Oral implantlogy"
1917,Dr. Sheel Vora,7,Bhandup West,Mumbai,300,Dentist,"BDS, MDS - Oral Medicine and Radiology"
1918,Dr. Jainika,10,Dahisar East,Mumbai,200,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology"
1919,Dr. Vishakha Darade,9,Mira Bhayandar,Mumbai,400,Dentist,"BDS, MDS - Periodontics"
1920,Dr. Neha Agarwal,12,Mira Road,Mumbai,400,Dentist,"MDS - Oral & Maxillofacial Surgery, Fellowship in Aesthetic Medicine (FAM), BDS"
1921,Dr. Wishi Parihar,15,Tilak Nagar,Mumbai,0,Dentist,"BDS, MDS- Oral Pathology"
1922,Dr. Aashish Tiwari,10,Mira Road,Mumbai,500,Dentist,BDS
1923,Dr. Reetu Kait,14,Andheri East,Mumbai,0,Dentist,BDS
1924,Dr. Rhea Abraham,7,Chembur,Mumbai,500,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
1925,Dr. Rashmi Shetty,34,Chandivali,Mumbai,500,Dentist,MDS - Prosthodontics
1926,Dr. Rahul N. Patil,15,Kandivali East,Mumbai,250,Dentist,BDS
1927,Dr. Nikhil Surana,21,Mulund West,Mumbai,500,Dentist,"BDS, MDS - Periodontics"
1928,Dr. Sachin Salunkhe,15,Ghatkopar East,Mumbai,0,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
1929,Dr. Amar Ravjiani,34,JB Nagar,Mumbai,200,Dentist,"BDS, MDS - Oral Medicine and Radiology"
1930,Dr. Sonal K Shah,14,Andheri West,Mumbai,300,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
1931,Dr. Abbasali Barodawala,19,Lal baug,Mumbai,300,Dentist,BDS
1932,Dr. Amit Oswal,13,Kandivali West,Mumbai,500,Dentist,"BDS, Fellowship and Diplomate in Implantology from ICOI (USA)"
1933,Dr. Angad Shetye,13,Andheri West,Mumbai,500,Dentist,"BDS, MDS - Oral Medicine and Radiology"
1934,Dr. Raksha Savla,15,Borivali West,Mumbai,500,Dentist,"BDS, MDS - Prosthodontics"
1935,Dr. Kinnari,11,Andheri West,Mumbai,400,Dentist,BDS
1936,Dr. Rabiah Patel,22,Andheri West,Mumbai,500,Dentist,BDS
1937,Dr. Chitralekha Rane,8,Kandivali East,Mumbai,400,Dentist,BDS
1938,Dr. Gautami Sharangpani,12,Prabhadevi,Mumbai,400,Dentist,"BDS, Diploma in Implanthology"
1939,Dr. Sumit Bohra,25,Powai,Mumbai,300,Dentist,BDS
1940,Dr. Gautam Kikeri,8,Bandra West,Mumbai,400,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
1941,Dr. Ashna Godhwani,25,Dadar West,Mumbai,300,Dentist,"BDS, MDS - Oral Medicine and Radiology"
1942,Dr. Nirmal Rathore,9,Borivali West,Mumbai,200,Dentist,"BDS, MDS - Oral Medicine and Radiology"
1943,Dr. Pallavi Kendrekar,15,Borivali,Mumbai,300,Dentist,"BDS, MDS - Periodontics"
1944,Dr. Reema Nanavati,13,Chembur East,Mumbai,500,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
1945,Dr. Aaditi Mahajan,11,Kandivali East,Mumbai,0,Dentist,"BDS, MDS - Periodontics"
1946,Dr. Mangesh Govardhan Mohod,14,Ghatkopar East,Mumbai,0,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
1947,Dr. Neha Palvia Parikh,14,Lower Parel,Mumbai,0,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
1948,Dr. Shoaib Akhai,10,Kandivali West,Mumbai,0,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology"
1949,Dr. Pooja Sable,14,Borivali West,Mumbai,350,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
1950,Dr. Deven Dabholkar,7,Chembur East,Mumbai,500,Dentist,"BDS, MDS - Periodontics"
1951,Dr. Meenu Dinesh,15,Mulund West,Mumbai,400,Dentist,"BDS, MDS - Prosthodontics"
1952,Dr. Danesh Nair,15,Andheri West,Mumbai,0,Dentist,BDS
1953,Dr. Pallavi Parekh,22,Powai,Mumbai,500,Dentist,"BDS, MDS, Certificate of Oral Implantology, PGCE(Endodontics), PGCE(Endodontics), FICOI"
1954,Dr. Manisha Mehta,8,Mira Road,Mumbai,0,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
1955,Dr. Vividha Singhania,15,Khar West,Mumbai,300,Dentist,BDS
1956,Dr. Reetu Kait,50,Dadar West,Mumbai,500,Dentist,"BDS, MDS - Orthodontics"
1957,Dr. Rati Chadha,42,Prabhadevi,Mumbai,300,Dentist,"BDS, MDS - Community Dentistry"
1958,Dr. Darshan Hiralal Vora,10,Borivali West,Mumbai,350,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
1959,Dr. Sharada P Gowda,12,Chembur East,Mumbai,500,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS"
1960,Dr. Ashwini Bhalerao,14,JB Nagar,Mumbai,300,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS"
1961,Dr. Priyanka Jairaj Dalvi,26,Borivali West,Mumbai,400,Dentist,"BDS, MDS - Periodontology and Oral Implantology"
1962,Dr. Vipin L Mahurkar,9,Prabhadevi,Mumbai,300,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
1963,Dr. Priyanka S. Udeshi,7,Borivali West,Mumbai,500,Dentist,"BDS, MDS - Orthodontics"
